Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll,Angry,Disgusted,Fearful,Happy,Neutral,Sad,Surprised
00:00:00:09.166,68,0.0,0.0,0.0,0.0,0.0,0.07359445751202087,-0.0012269687140360475,0.0,0.0,0.0,0.0,0.0,0.07410015336249542,-0.0010518527124077082,0.03157617896795273,-7.095513865351677e-05,0.02874276414513588,0.09825164824724197,-0.0001807177031878382,0.14665564894676208,0.00023464202240575105,-0.00022037811868358403,0.0012755281059071422,0.20990794897079468,0.2189285308122635,0.01607752783561147,0.019885125655295956,0.020905639976263046,0.022968435660004616,0.05090180780109024,0.048514708831043245,-0.0002581930020824075,0.0022311732172966003,0.00010639787069521844,0.016700938916490556,0.0025002421046050787,0.003847590647637844,0.32110726833343506,0.32921454310417175,0.21635192584809113,0.22979523000628815,0.3032642900943756,0.3032631576061249,0.39557227115868837,0.04384260861229081,0.043889374726387716,0.00024388909514527768,0.12920397520065308,0.16014301776885986,0.08029396831989288,0.10933689773082733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9750638008117676,0.4200398325920105,2.3399758338928223,0.5710440874099731,11.211959838867188,4.792266368865967,3.6902458667755127
00:00:00:10.183,68,0.0,0.0,0.0,0.0,0.0,0.07998112550402527,-0.0005836391355842352,0.0,0.0,0.0,0.0,0.0,0.0804570847813942,-0.00040908099617809057,0.028412172570824623,-9.613448492018506e-05,0.02781737595796585,0.08548197895288467,-2.390980807831511e-05,0.14508508145809174,0.0007393026608042419,-0.00020626522018574178,0.0018204569350928068,0.21183723211288452,0.2203691154718399,0.01623386849490731,0.020317139850999203,0.017130350694060326,0.018776895478367805,0.04864197780651932,0.04657325152032432,-0.0002599616418592632,0.0018044072203338146,0.00047870277194306254,0.020508618977545547,0.0027086656405656815,0.00398752799765644,0.28370237350463867,0.29222702980041504,0.2028914407251587,0.21495669412436677,0.32627296447753906,0.32622405886650085,0.4046080075163696,0.040667886860143165,0.0407385292628129,0.0002644312335178256,0.134965717792511,0.16524513065814972,0.08966951072216034,0.11732013523578644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0213544368743896,0.4807526469230652,2.350917100906372,0.571568489074707,10.703075408935547,5.274626731872559,3.6242806911468506
00:00:00:12.200,68,0.0,0.0,0.0,0.0,0.0,0.08501393601673889,-0.0004494285676628351,0.0,0.0,0.0,0.0,0.0,0.08542665400483246,-0.0003072118852287531,0.02493041194975376,-0.00011173955863341689,0.02732163853943348,0.07434816658496857,0.0001237744145328179,0.14373111724853516,0.0012297607026994228,-0.0004211874329484999,0.00181515421718359,0.210052490234375,0.2173670381307602,0.01666656101341904,0.020699839040686688,0.013798716478049755,0.015225384384393692,0.04453194231893577,0.04316732287993316,-0.0002619749284349382,0.001195808406919241,0.0006669092108495533,0.024510439216839982,0.0026775473911938665,0.00388818406117239,0.2606327533721924,0.2688192129135132,0.19173655008858337,0.20181381109184876,0.33647477626800537,0.33629652857780457,0.41134163738396606,0.04030640380806728,0.04039358618939551,0.0001955759507836774,0.1432071328163147,0.1706656962633133,0.09784593433141708,0.1218569353222847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9443410634994507,0.6215358376502991,2.1283624172210693,0.5807806849479675,9.718981742858887,6.546990871429443,3.5295119285583496
00:00:00:13.216,68,0.0,0.0,0.0,0.0,0.0,0.08791611144569397,-0.00048022507689893246,0.0,0.0,0.0,0.0,0.0,0.08830171123718338,-0.0003439354768488556,0.02255285531282425,-0.00012189937842776999,0.026643387973308563,0.06806846708059311,0.00018759578233584762,0.14212393760681152,0.0017893576296046376,-0.00039712339639663696,0.002018789993599057,0.20628972351551056,0.2112753689289093,0.017118721544143584,0.021066097024107687,0.012126367539167404,0.013379352167248726,0.043411104891939924,0.04220692071040211,-0.000353900803020224,0.0008679556776769459,0.0008643221808597445,0.02678739370691147,0.002759211478607178,0.003927893389337015,0.24772165715694427,0.2552802562713623,0.18173008200684815,0.1908755933904236,0.3431602418422699,0.342967689037323,0.405377898385672,0.040363066200882515,0.0404433941938367,0.00023352980497293174,0.14205864071846008,0.16882407665252686,0.10192243754863739,0.12422060966491699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9624407291412354,0.7235207557678223,2.0469186305999756,0.5897314548492432,9.00754165649414,7.250642776489258,3.5356829166412354
00:00:00:14.233,68,0.0,0.0,0.0,0.0,0.0,0.08723508755717316,-0.0003784942673519254,0.0,0.0,0.0,0.0,0.0,0.0875856042110794,-0.0002973961818497628,0.020529139786958694,-0.00015301229723263532,0.025098957121372223,0.060304440557956696,0.00019037246238440275,0.13699503242969513,0.0034373640082776546,-0.0003272400936111808,0.0016861057374626398,0.19941988587379456,0.20264406502246857,0.017527765058520578,0.021441864998685257,0.010819725692272186,0.0119872335344553,0.04207725175975494,0.04092097659423981,-0.0003893274115398526,0.0005917283706367016,0.0012338543310761452,0.028176435993266104,0.0030668961287305596,0.00419659328891325,0.233469158411026,0.2395557165145874,0.16449993866734772,0.17270092895357056,0.3497461676597595,0.349540114402771,0.3971051089504669,0.04029835729194891,0.04038849765702302,0.0002755761088337749,0.13725337386131287,0.16284716129302979,0.10246565192937851,0.12293877452611923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9476577043533325,0.7845268249511719,1.9357640743255615,0.5907918214797974,8.565399169921875,7.714299201965332,3.5746846199035645
00:00:00:14.250,68,0.0,0.0,0.0,0.0,0.0,0.08473956473293229,-0.00010958909842884168,0.0,0.0,0.0,0.0,0.0,0.08503081721405716,-0.00014145135355647653,0.01886098086833954,-0.0002098997647408396,0.021543169394135475,0.050257377326488495,0.00030182598857209086,0.11494087427854538,0.008055813610553741,-0.00026191622600890696,0.0012956312857568264,0.1889578104019165,0.1895480751991272,0.018120068958846387,0.021825705196498364,0.010065567679703236,0.011067172512412071,0.04162932001544304,0.03956046514264622,-0.00039208828820846975,0.00048678682651370764,0.002059450140222907,0.027540544422852326,0.003237400631375623,0.004198070488075686,0.20415550470352173,0.20853957533836365,0.1313091843736908,0.13744180211155396,0.3597443401813507,0.35952308773994446,0.3843191676153656,0.04017985792146172,0.04026128318929083,0.0003791975905187428,0.12929730117321014,0.1533573567867279,0.10142841190099716,0.11750534176826477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9044461250305176,0.771220326423645,1.8019403219223022,0.5936888456344604,8.382539749145508,7.860344886779785,3.687748432159424
00:00:00:16.266,68,0.0,0.0,0.0,0.0,0.0,0.08077481576837997,-0.000298137660138309,0.0,0.0,0.0,0.0,0.0,0.08103953035406189,-0.0003260612429585308,0.01660410687327385,-0.00024407602904830128,0.016828883439302444,0.03858587145805359,0.0010706824250519276,0.0759596899151802,0.011890211142599583,-0.00021370529429987073,0.0012348038144409657,0.17855392396450043,0.17758649587631226,0.01851103472591008,0.02240038027031482,0.009924668818712234,0.011008827947080135,0.043686958057178496,0.04187718780112247,-0.0001886865502456203,0.0005013835616409779,0.0043202661909163,0.024077453951881028,0.0033164982850176095,0.004163781359263659,0.15630114078521729,0.15957441926002502,0.08659301924477615,0.0906996309432701,0.3718239963054657,0.37158820033073425,0.3693977594081787,0.04020411407209861,0.04028027907953242,0.00044609548058360815,0.12102431058883667,0.1433533877134323,0.0976283848285675,0.11013314872980118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8937475681304932,0.7991536259651184,1.7395347356796265,0.592352032661438,7.996631622314453,8.069315910339355,3.920088291168213
00:00:00:16.283,68,0.0,0.0,0.0,0.0,0.0,0.07893095867598572,6.942987238289788e-05,0.0,0.0,0.0,0.0,0.0,0.07916392775748443,8.018731750780717e-05,0.016115033999085426,-0.00027961513842456043,0.009934703819453716,0.03554445877671242,0.014715546742081642,0.029160914942622185,0.016140498220920563,-8.586161129642278e-05,0.001239101868122816,0.1722775399684906,0.16988807916641235,0.01871676658608781,0.02271852101115144,0.010660081170499325,0.011784752830862999,0.04710023756213036,0.0443600769757061,0.0016426199581474066,0.0007850562687963247,0.00633739959448576,0.018054317016075135,0.0033675734586255074,0.004071744547861051,0.11743226647377014,0.12041761726140976,0.04519832485317459,0.04757257331387634,0.376007080078125,0.37571030855178833,0.3470505252333588,0.0407308765866615,0.0407967764868583,0.0006057774880900979,0.11237846314907074,0.13400624692440033,0.09142661839723587,0.10060745477676392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7388856410980225,0.7587385773658752,1.7496399879455566,0.605857789516449,7.917479515075684,7.903078556060791,4.33482551574707
00:00:00:18.300,68,0.0,0.0,0.0,0.0,0.0,0.08054884000265197,0.0038074885960668325,0.0,0.0,0.0,0.0,0.0,0.08078549078373871,0.0038612294010818005,0.015766499564051628,-0.00033167487708851695,0.004659503698348999,0.03791259229183197,0.03106831945478916,0.0020272922702133656,0.017719466239213943,3.317944720038213e-05,0.001176878227852285,0.17045409977436066,0.16628794372081757,0.018720803749054188,0.02282757716763723,0.01158162858337164,0.012916870415210724,0.04728646115381203,0.04444319941495857,0.008194493129849434,0.001601821044459939,0.005646884441375732,0.009678281057475948,0.0037455930435507058,0.004358025275927544,0.09889630228281021,0.10098511725664139,0.018747764345079614,0.01990809285891857,0.3746459186077118,0.3742890954017639,0.3276111707497345,0.04141575758960558,0.04148583808637843,0.0006490040104836226,0.10707133263349533,0.12821540236473083,0.08492036163806915,0.09022369235754013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6244397163391113,0.7026532888412476,1.8102409839630127,0.611785888671875,8.034854888916016,7.704777240753174,4.549131870269775
00:00:00:18.316,68,0.0,0.0,0.0,0.0,0.0,0.08459380078310012,0.012702452950179577,0.0,0.0,0.0,0.0,0.0,0.0848342464888092,0.012771389447152615,0.015629902482032776,-0.0003202868683729321,0.0030522579327225685,0.04338366910815239,0.044034432619810104,-0.00032472371822223067,0.01722835935652256,7.720589564996772e-06,0.0012615143787115812,0.16876815259456635,0.16504977643489838,0.018923928754409004,0.023287451583671664,0.012109403498470783,0.013607778586447239,0.045071002088137434,0.04161658326802768,0.014597342349588871,0.002995346672832966,0.0038790630642324686,0.00435649309017551,0.004199558570445395,0.00475124464824729,0.09761486202478409,0.10045433789491653,0.0077183617148544785,0.008906849033473682,0.368014931678772,0.3676265776157379,0.3137939572227051,0.042513620249449414,0.04256662407536427,0.000701475131791085,0.10809482634067535,0.1298096925020218,0.0838325023651123,0.08805446326732635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5300495624542236,0.6950570940971375,1.9005504846572876,0.6369853019714355,8.427534103393555,7.543495178222656,4.259320259094238
00:00:00:19.333,68,0.0,0.0,0.0,0.0,0.0,0.08844915063816147,0.015469355508685112,0.0,0.0,0.0,0.0,0.0,0.08876489496958008,0.015540461987257004,0.014310657978057861,-0.0003143543435726315,0.0028166675474494696,0.05234946683049202,0.05506064370274544,0.005488393362611532,0.021604428067803383,3.713250043801963e-05,0.001336853252723813,0.17312069237232208,0.17235317826271057,0.01933187663608594,0.02372185516595473,0.012256111018359661,0.013973151333630085,0.04359818249821129,0.03999941608876362,0.013790469616651535,0.003994281869381666,0.0016901397611945868,0.002337658112956977,0.004441336182200956,0.005119397347906303,0.12328925728797913,0.12817183136940002,0.005958547894986248,0.008510084894279861,0.36158883571624756,0.36122962832450867,0.30434202775060426,0.04412050009752734,0.04417646525795015,0.0006803202559240162,0.11391235142946243,0.1375070959329605,0.08942330628633499,0.0949879065155983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.498788595199585,0.6855100393295288,1.888688564300537,0.6646426320075989,8.341313362121582,7.787816524505615,4.161664009094238
00:00:00:21.350,68,0.0,0.0,0.0,0.0,0.0,0.09126917525834885,0.017075715586543083,0.0,0.0,0.0,0.0,0.0,0.09162799946252365,0.017225706949830055,0.012270872481167316,-0.0002443731646053493,0.002357746008783579,0.07336174696683884,0.05153091251850128,0.05138121545314789,0.021451272070407867,0.00012549340317491442,0.0014000135706737638,0.17882898449897766,0.18158605694770813,0.01997331611333121,0.024205490468184595,0.0108611099421978,0.012948411516845226,0.042589863762963295,0.038600856413104054,0.005472782999277115,0.005551827605813742,0.0005735611775889993,0.0026750181186753035,0.004402020093276405,0.005105304811523724,0.19924621284008026,0.20719462633132935,0.034872311562912366,0.04119288653109398,0.3529588580131531,0.3525387644767761,0.28793992849309996,0.04541994442231011,0.045451885053575364,0.0005147326155565679,0.11955998092889786,0.14575479924678802,0.09099289029836655,0.1004614606499672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.448448896408081,0.6749570369720459,1.7926504611968994,0.6679484844207764,8.352603912353516,7.822999477386475,4.096015453338623
00:00:00:21.366,68,0.0,0.0,0.0,0.0,0.0,0.09366976891352997,0.007943686097860336,0.0,0.0,0.0,0.0,0.0,0.09409334379741592,0.008130284957587719,0.0113757299259305,-0.0001917377085192129,0.003662451868876815,0.10058867186307907,0.033093903213739395,0.09997474402189255,0.01544031873345375,-6.528437370434403e-05,0.0018729034345597029,0.18424347043037415,0.19163759052753448,0.02031081351070048,0.024572626020763422,0.010011405684053898,0.012726339511573315,0.03923581539379139,0.035067079622938924,0.001494319410994649,0.006189296022057533,0.00020416021288838238,0.0033901197711077215,0.004410466696143007,0.005132169716348457,0.2860155999660492,0.29642078280448914,0.07691403209539413,0.08773438477375946,0.3462197482585907,0.3458859920501709,0.27425117791656645,0.046252280954322864,0.04627209739445727,0.0004720395663753152,0.12310180813074112,0.15207801759243011,0.08800837397575378,0.10185299068689346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44191312789917,0.6782834529876709,1.7254126071929932,0.6700348258018494,8.535018920898438,7.663546562194824,4.164312362670898
00:00:00:22.383,68,0.0,0.0,0.0,0.0,0.0,0.09528649533558807,0.0003820020065177232,0.0,0.0,0.0,0.0,0.0,0.09579898997915802,0.0005729919648729265,0.011859199963510036,-8.605502807768062e-05,0.006034528836607933,0.1152464747428894,0.011823561042547226,0.13123667240142822,0.004229017533361912,-0.00016656785737723112,0.0020894005428999662,0.18879131972789764,0.20010997354984283,0.020784154564458465,0.02499323375779678,0.009478719905018806,0.012509451247751713,0.037691581017272185,0.033323060677801324,0.0006149053806439042,0.006261959206312895,0.00030810118187218904,0.004857687360777855,0.004473166517697144,0.005270430839880181,0.34149184823036194,0.3516465723514557,0.1193850661403244,0.1326965651158249,0.34435996413230896,0.34412872791290283,0.2710205465709793,0.04697981713436413,0.04698717771430535,0.00047458650078624487,0.12499704211950302,0.15632504224777222,0.08792528510093689,0.1054835245013237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5159333944320679,0.6433680653572083,1.7385411262512207,0.6738131642341614,8.904083251953125,7.123406410217285,4.381490230560303
